Animal_ID,Species,Breed,Gender,Date_of_Birth,Current_Weight_kg,Daily_Feed_Intake_kg,Last_Vet_Visit_Date,Health_Status,Medication_Administered,Breeding_Status,Last_Breeding_Date,Number_of_Offspring
ANM_0506,Sheep,Nali,Male,2024-02-10,13.94,0.38,2025-06-26,Healthy,,Not Bred,,0
ANM_0507,Sheep,Deccani,Male,2022-04-15,30.2,1.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0508,Chicken,Rhode Island Red,Female,2021-05-11,3.94,0.19,2025-06-26,Healthy,,Pregnant,2024-11-18,0
ANM_0509,Goat,Sirohi,Male,2025-02-21,3.36,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0510,Sheep,Merino,Female,2023-08-24,17.24,0.58,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0511,Goat,Tellicherry,Female,2022-01-10,37.33,1.13,2025-06-26,Mild Illness,Antibiotic,Bred,2025-05-08,0
ANM_0512,Cattle,Sahiwal,Female,2025-06-04,50.67,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0513,Sheep,Nali,Female,2021-05-31,43.54,1.3,2025-06-26,Healthy,,Not Bred,,0
ANM_0514,Sheep,Merino,Male,2022-05-25,36.23,1.11,2025-06-26,Healthy,,Not Bred,,0
ANM_0515,Sheep,Suffolk,Female,2022-02-19,35.03,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0516,Pig,Landrace,Female,2023-06-11,104.1,3.96,2025-06-26,Healthy,,Not Bred,,0
ANM_0517,Cattle,Jersey,Female,2021-12-17,425.64,8.67,2025-06-26,Mild Illness,Vaccine,Bred,2024-11-25,0
ANM_0518,Sheep,Suffolk,Male,2020-09-16,56.11,1.67,2025-06-26,Healthy,,Not Bred,,0
ANM_0519,Sheep,Dorper,Male,2025-02-02,2.0,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0520,Chicken,Rhode Island Red,Male,2021-04-09,4.43,0.22,2025-06-26,Healthy,,Not Bred,,0
ANM_0521,Goat,Black Bengal,Female,2021-10-02,44.03,1.23,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0522,Goat,Sirohi,Male,2023-09-06,25.23,0.74,2025-06-26,Healthy,,Not Bred,,0
ANM_0523,Pig,Duroc,Female,2022-09-13,170.16,6.65,2025-06-26,Healthy,,Not Bred,,0
ANM_0524,Sheep,Suffolk,Male,2023-07-10,27.12,0.89,2025-06-26,Healthy,,Not Bred,,0
ANM_0525,Cattle,Holstein Friesian,Male,2025-03-09,90.02,2.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0526,Sheep,Deccani,Male,2022-02-05,30.27,0.8,2025-06-26,Healthy,,Not Bred,,0
ANM_0527,Chicken,Plymouth Rock,Male,2024-02-11,1.1,0.06,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0528,Pig,Yorkshire,Male,2023-11-15,131.91,5.02,2025-06-26,Healthy,,Not Bred,,0
ANM_0529,Chicken,Plymouth Rock,Female,2020-12-30,5.12,0.26,2025-06-26,Healthy,,Not Bred,,0
ANM_0530,Cattle,Gir,Male,2022-10-26,390.89,7.75,2025-06-26,Healthy,,Not Bred,,0
ANM_0531,Chicken,Native,Male,2024-11-22,0.77,0.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0532,Pig,Duroc,Male,2025-01-01,5.0,0.5,2025-06-26,Healthy,,Not Bred,,0
ANM_0533,Sheep,Deccani,Male,2023-05-20,26.37,0.69,2025-06-26,Healthy,,Not Bred,,0
ANM_0534,Pig,Yorkshire,Male,2022-07-28,166.76,6.73,2025-06-26,Healthy,,Not Bred,,0
ANM_0535,Cattle,Sahiwal,Male,2023-05-27,236.5,5.21,2025-06-26,Healthy,,Not Bred,,0
ANM_0536,Pig,Duroc,Male,2020-07-30,259.47,10.02,2025-06-26,Healthy,,Not Bred,,0
ANM_0537,Sheep,Deccani,Male,2024-10-23,12.03,0.29,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0538,Cattle,Sahiwal,Male,2024-04-29,174.79,4.11,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0539,Cattle,Ongole,Female,2024-04-08,176.18,3.88,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_0540,Pig,Large White,Female,2022-10-25,144.83,5.85,2025-06-26,Healthy,,Not Bred,,0
ANM_0541,Sheep,Suffolk,Male,2021-04-15,48.1,1.53,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0542,Sheep,Merino,Female,2024-11-22,18.59,0.6,2025-06-26,Healthy,,Pregnant,2025-05-23,0
ANM_0543,Pig,Duroc,Male,2021-03-10,213.88,8.44,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0544,Cattle,Gir,Female,2024-08-01,163.73,3.83,2025-06-26,Healthy,,Pregnant,2024-09-28,0
ANM_0545,Sheep,Dorper,Female,2021-04-18,47.09,1.58,2025-06-26,Healthy,,Not Bred,,0
ANM_0546,Cattle,Ongole,Male,2022-05-29,369.39,7.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0547,Chicken,Plymouth Rock,Male,2024-11-24,1.34,0.08,2025-06-26,Healthy,,Not Bred,,0
ANM_0548,Goat,Beetal,Female,2024-11-21,5.69,0.11,2025-06-26,Healthy,,Not Bred,,0
ANM_0549,Sheep,Deccani,Male,2024-04-10,17.26,0.47,2025-06-26,Healthy,,Not Bred,,0
ANM_0550,Chicken,Leghorn,Female,2024-01-12,0.95,0.05,2025-06-26,Healthy,,Bred,2025-02-07,0
ANM_0551,Goat,Tellicherry,Male,2023-03-09,20.47,0.76,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0552,Pig,Yorkshire,Male,2021-09-29,213.55,8.37,2025-06-26,Healthy,,Not Bred,,0
ANM_0553,Pig,Duroc,Male,2022-08-25,150.13,5.9,2025-06-26,Serious Illness,Anti-parasitic,Not Bred,,0
ANM_0554,Pig,Yorkshire,Male,2023-07-07,90.84,4.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0555,Goat,Tellicherry,Male,2021-09-07,51.62,1.54,2025-06-26,Healthy,,Not Bred,,0
ANM_0556,Cattle,Holstein Friesian,Female,2022-06-20,372.53,7.59,2025-06-26,Healthy,,Pregnant,2024-10-05,0
ANM_0557,Sheep,Merino,Male,2022-07-23,36.55,1.12,2025-06-26,Healthy,,Not Bred,,0
ANM_0558,Goat,Beetal,Female,2022-05-30,34.28,1.08,2025-06-26,Healthy,,Lactating,2024-09-07,3
ANM_0559,Pig,Yorkshire,Female,2023-09-27,103.35,3.99,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0560,Pig,Landrace,Male,2023-06-25,125.13,5.14,2025-06-26,Healthy,,Not Bred,,0
ANM_0561,Chicken,Plymouth Rock,Male,2024-12-19,1.48,0.07,2025-06-26,Healthy,,Not Bred,,0
ANM_0562,Pig,Large White,Male,2023-09-21,119.71,4.85,2025-06-26,Healthy,,Not Bred,,0
ANM_0563,Cattle,Jersey,Male,2025-01-05,42.31,1.41,2025-06-26,Healthy,,Not Bred,,0
ANM_0564,Chicken,Broiler,Female,2023-06-02,2.09,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0565,Sheep,Merino,Female,2024-05-02,9.51,0.33,2025-06-26,Healthy,,Lactating,2025-05-05,2
ANM_0566,Goat,Tellicherry,Female,2024-05-25,18.45,0.5,2025-06-26,Healthy,,Lactating,2024-07-12,4
ANM_0567,Pig,Yorkshire,Male,2022-11-08,147.78,5.79,2025-06-26,Healthy,,Not Bred,,0
ANM_0568,Chicken,Leghorn,Male,2021-01-29,4.2,0.22,2025-06-26,Healthy,,Not Bred,,0
ANM_0569,Chicken,Broiler,Female,2024-03-28,1.19,0.06,2025-06-26,Healthy,,Pregnant,2024-12-31,0
ANM_0570,Pig,Duroc,Male,2023-11-19,111.81,4.42,2025-06-26,Healthy,,Not Bred,,0
ANM_0571,Chicken,Native,Female,2025-03-31,0.33,0.02,2025-06-26,Mild Illness,Pain Reliever,Pregnant,2024-10-09,0
ANM_0572,Goat,Black Bengal,Female,2022-01-31,33.83,1.06,2025-06-26,Healthy,,Pregnant,2025-06-15,0
ANM_0573,Pig,Landrace,Female,2021-07-08,192.78,8.11,2025-06-26,Healthy,,Not Bred,,0
ANM_0574,Goat,Tellicherry,Female,2023-07-06,32.6,1.13,2025-06-26,Healthy,,Bred,2024-12-13,0
ANM_0575,Cattle,Sahiwal,Female,2024-03-17,197.36,4.03,2025-06-26,Healthy,,Pregnant,2024-09-25,0
ANM_0576,Chicken,Plymouth Rock,Male,2025-02-15,0.33,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0577,Sheep,Suffolk,Male,2022-03-20,32.95,1.07,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0578,Sheep,Suffolk,Female,2020-07-18,52.86,1.6,2025-06-26,Healthy,,Pregnant,2025-06-02,0
ANM_0579,Goat,Black Bengal,Female,2021-02-05,45.23,1.08,2025-06-26,Healthy,,Pregnant,2024-06-27,0
ANM_0580,Pig,Yorkshire,Male,2025-02-17,12.65,0.65,2025-06-26,Healthy,,Not Bred,,0
ANM_0581,Chicken,Leghorn,Male,2025-04-14,0.1,0.02,2025-06-26,Healthy,,Not Bred,,0
ANM_0582,Sheep,Dorper,Female,2022-06-29,35.11,0.91,2025-06-26,Healthy,,Bred,2025-06-16,0
ANM_0583,Chicken,Leghorn,Female,2023-04-06,2.14,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0584,Cattle,Jersey,Female,2021-01-29,433.02,7.96,2025-06-26,Healthy,,Bred,2025-02-15,0
ANM_0585,Cattle,Holstein Friesian,Female,2025-01-27,56.84,1.36,2025-06-26,Healthy,,Pregnant,2024-11-29,0
ANM_0586,Goat,Sirohi,Female,2020-09-23,51.53,1.23,2025-06-26,Healthy,,Pregnant,2025-03-12,0
ANM_0587,Chicken,Rhode Island Red,Male,2024-01-31,1.37,0.07,2025-06-26,Healthy,,Not Bred,,0
ANM_0588,Cattle,Sahiwal,Female,2020-11-13,546.1,11.0,2025-06-26,Healthy,,Pregnant,2025-05-10,0
ANM_0589,Goat,Black Bengal,Male,2022-02-20,31.52,0.88,2025-06-26,Healthy,,Not Bred,,0
ANM_0590,Cattle,Ongole,Female,2024-10-23,168.23,4.22,2025-06-26,Mild Illness,Antibiotic,Pregnant,2024-08-18,0
ANM_0591,Pig,Duroc,Female,2022-02-20,168.93,6.53,2025-06-26,Healthy,,Lactating,2025-01-11,5
ANM_0592,Sheep,Suffolk,Male,2022-08-29,31.79,1.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0593,Chicken,Broiler,Female,2025-03-18,0.3,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0594,Pig,Large White,Female,2020-09-29,244.2,9.75,2025-06-26,Healthy,,Bred,2025-06-09,0
ANM_0595,Pig,Duroc,Male,2022-11-26,153.39,5.68,2025-06-26,Healthy,,Not Bred,,0
ANM_0596,Chicken,Broiler,Female,2024-01-09,1.51,0.07,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0597,Chicken,Native,Male,2024-07-05,0.96,0.05,2025-06-26,Healthy,,Not Bred,,0
ANM_0598,Sheep,Dorper,Female,2021-06-01,41.87,1.18,2025-06-26,Healthy,,Pregnant,2024-08-08,0
ANM_0599,Sheep,Deccani,Female,2024-05-14,5.46,0.3,2025-06-26,Healthy,,Lactating,2025-01-13,1
ANM_0600,Goat,Tellicherry,Female,2022-12-21,37.43,1.12,2025-06-26,Healthy,,Bred,2025-06-21,0
ANM_0601,Cattle,Holstein Friesian,Female,2023-11-22,236.95,4.96,2025-06-26,Mild Illness,Anti-parasitic,Pregnant,2024-07-24,0
ANM_0602,Pig,Landrace,Male,2020-09-26,276.89,10.84,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0603,Goat,Beetal,Female,2024-12-08,3.91,0.23,2025-06-26,Healthy,,Not Bred,,0
ANM_0604,Goat,Sirohi,Male,2025-06-22,8.19,0.17,2025-06-26,Healthy,,Not Bred,,0
ANM_0605,Pig,Duroc,Female,2021-06-07,211.02,8.59,2025-06-26,Healthy,,Pregnant,2025-05-07,0
ANM_0606,Pig,Yorkshire,Male,2024-02-18,60.35,2.42,2025-06-26,Healthy,,Not Bred,,0
ANM_0607,Chicken,Native,Male,2021-06-24,4.14,0.21,2025-06-26,Healthy,,Not Bred,,0
ANM_0608,Cattle,Holstein Friesian,Male,2023-12-05,258.14,4.42,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0609,Pig,Landrace,Female,2025-02-09,5.0,0.5,2025-06-26,Healthy,,Lactating,2024-06-27,1
ANM_0610,Goat,Sirohi,Male,2024-10-15,18.56,0.6,2025-06-26,Healthy,,Not Bred,,0
ANM_0611,Cattle,Jersey,Male,2022-07-08,368.29,7.95,2025-06-26,Healthy,,Not Bred,,0
ANM_0612,Pig,Duroc,Male,2021-09-20,222.25,8.96,2025-06-26,Healthy,,Not Bred,,0
ANM_0613,Cattle,Ongole,Female,2022-07-05,326.92,5.95,2025-06-26,Healthy,,Bred,2025-04-22,0
ANM_0614,Cattle,Jersey,Male,2020-11-27,591.02,11.51,2025-06-26,Healthy,,Not Bred,,0
ANM_0615,Chicken,Rhode Island Red,Female,2021-08-05,3.84,0.2,2025-06-26,Healthy,,Bred,2024-11-07,0
ANM_0616,Cattle,Gir,Female,2024-08-01,187.05,3.75,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_0617,Pig,Landrace,Male,2021-02-22,211.41,8.55,2025-06-26,Healthy,,Not Bred,,0
ANM_0618,Sheep,Deccani,Female,2025-01-08,7.76,0.39,2025-06-26,Healthy,,Lactating,2024-09-06,2
ANM_0619,Goat,Jamunapari,Female,2020-09-08,54.61,1.72,2025-06-26,Healthy,,Pregnant,2025-04-23,0
ANM_0620,Goat,Beetal,Male,2023-11-26,24.92,0.81,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0621,Cattle,Sahiwal,Male,2020-08-02,541.74,11.62,2025-06-26,Healthy,,Not Bred,,0
ANM_0622,Cattle,Sahiwal,Female,2023-02-06,253.08,5.73,2025-06-26,Healthy,,Not Bred,,0
ANM_0623,Chicken,Leghorn,Female,2020-09-24,5.28,0.27,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0624,Goat,Jamunapari,Female,2023-10-12,27.81,0.67,2025-06-26,Healthy,,Not Bred,,0
ANM_0625,Goat,Black Bengal,Female,2023-12-04,26.28,0.98,2025-06-26,Healthy,,Not Bred,,0
ANM_0626,Sheep,Deccani,Male,2020-08-30,58.65,1.83,2025-06-26,Healthy,,Not Bred,,0
ANM_0627,Pig,Duroc,Male,2022-02-28,154.8,6.2,2025-06-26,Healthy,,Not Bred,,0
ANM_0628,Goat,Tellicherry,Female,2021-01-23,46.58,1.42,2025-06-26,Healthy,,Not Bred,,0
ANM_0629,Pig,Large White,Female,2021-03-30,183.52,7.58,2025-06-26,Healthy,,Bred,2025-06-19,0
ANM_0630,Chicken,Leghorn,Female,2023-05-25,2.28,0.11,2025-06-26,Healthy,,Not Bred,,0
ANM_0631,Goat,Beetal,Male,2022-11-22,41.34,1.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0632,Cattle,Sahiwal,Male,2023-10-08,252.4,4.89,2025-06-26,Healthy,,Not Bred,,0
ANM_0633,Sheep,Merino,Female,2021-06-25,44.89,1.2,2025-06-26,Healthy,,Lactating,2024-07-06,3
ANM_0634,Pig,Yorkshire,Male,2021-03-28,212.98,8.44,2025-06-26,Healthy,,Not Bred,,0
ANM_0635,Pig,Duroc,Female,2025-04-25,5.0,0.5,2025-06-26,Healthy,,Lactating,2024-09-18,4
ANM_0636,Sheep,Nali,Female,2022-05-20,26.95,0.89,2025-06-26,Healthy,,Pregnant,2024-12-23,0
ANM_0637,Pig,Landrace,Male,2023-07-25,96.0,3.81,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0638,Cattle,Holstein Friesian,Female,2021-01-14,438.66,9.35,2025-06-26,Serious Illness,Antibiotic,Pregnant,2025-04-02,0
ANM_0639,Pig,Yorkshire,Male,2022-03-21,149.11,6.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0640,Sheep,Merino,Female,2021-01-28,45.05,1.55,2025-06-26,Healthy,,Lactating,2024-12-20,2
ANM_0641,Cattle,Ongole,Female,2023-12-14,224.84,4.01,2025-06-26,Healthy,,Lactating,2024-09-02,2
ANM_0642,Sheep,Dorper,Female,2023-08-20,26.48,0.8,2025-06-26,Healthy,,Not Bred,,0
ANM_0643,Sheep,Merino,Male,2024-02-17,16.94,0.59,2025-06-26,Healthy,,Not Bred,,0
ANM_0644,Pig,Landrace,Female,2020-12-26,263.55,10.63,2025-06-26,Healthy,,Not Bred,,0
ANM_0645,Goat,Black Bengal,Female,2020-07-10,55.22,1.7,2025-06-26,Healthy,,Pregnant,2025-01-03,0
ANM_0646,Cattle,Ongole,Female,2021-11-04,409.66,7.56,2025-06-26,Healthy,,Not Bred,,0
ANM_0647,Chicken,Leghorn,Male,2020-11-01,5.25,0.26,2025-06-26,Healthy,,Not Bred,,0
ANM_0648,Pig,Duroc,Female,2024-08-07,76.2,2.96,2025-06-26,Serious Illness,Antibiotic,Not Bred,,0
ANM_0649,Sheep,Dorper,Male,2022-11-09,32.15,1.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0650,Cattle,Sahiwal,Male,2023-04-06,250.32,4.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0651,Cattle,Holstein Friesian,Female,2025-02-10,67.58,1.0,2025-06-26,Healthy,,Pregnant,2024-07-04,0
ANM_0652,Sheep,Merino,Male,2021-07-09,34.55,0.98,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_0653,Sheep,Deccani,Male,2025-03-20,10.25,0.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0654,Sheep,Deccani,Female,2022-02-20,37.5,1.16,2025-06-26,Healthy,,Pregnant,2025-04-18,0
ANM_0655,Pig,Yorkshire,Male,2023-08-29,131.95,5.25,2025-06-26,Healthy,,Not Bred,,0
ANM_0656,Cattle,Ongole,Male,2025-04-13,47.22,1.57,2025-06-26,Healthy,,Not Bred,,0
ANM_0657,Pig,Landrace,Male,2023-07-02,97.83,4.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0658,Sheep,Suffolk,Male,2024-06-23,15.43,0.34,2025-06-26,Healthy,,Not Bred,,0
ANM_0659,Cattle,Jersey,Male,2024-09-28,163.06,3.4,2025-06-26,Healthy,,Not Bred,,0
ANM_0660,Pig,Landrace,Female,2023-08-27,94.48,3.78,2025-06-26,Mild Illness,Antibiotic,Bred,2024-08-16,0
ANM_0661,Goat,Beetal,Female,2022-12-25,43.07,1.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0662,Sheep,Suffolk,Male,2020-11-28,56.23,1.66,2025-06-26,Healthy,,Not Bred,,0
ANM_0663,Pig,Yorkshire,Male,2020-10-30,262.84,10.8,2025-06-26,Healthy,,Not Bred,,0
ANM_0664,Pig,Landrace,Male,2021-10-03,213.92,8.82,2025-06-26,Healthy,,Not Bred,,0
ANM_0665,Chicken,Plymouth Rock,Female,2022-07-25,3.01,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0666,Pig,Large White,Female,2025-05-23,5.0,0.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0667,Chicken,Rhode Island Red,Male,2023-07-23,1.91,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0668,Goat,Sirohi,Female,2022-01-30,30.65,0.89,2025-06-26,Healthy,,Not Bred,,0
ANM_0669,Pig,Landrace,Female,2023-08-07,132.03,5.05,2025-06-26,Healthy,,Not Bred,,0
ANM_0670,Pig,Large White,Male,2021-04-10,202.18,8.16,2025-06-26,Healthy,,Not Bred,,0
ANM_0671,Sheep,Merino,Female,2023-05-03,19.89,0.61,2025-06-26,Healthy,,Not Bred,,0
ANM_0672,Goat,Jamunapari,Female,2022-10-30,37.1,1.12,2025-06-26,Healthy,,Lactating,2025-02-07,1
ANM_0673,Pig,Duroc,Male,2022-08-03,169.9,6.76,2025-06-26,Healthy,,Not Bred,,0
ANM_0674,Chicken,Native,Female,2022-01-31,3.16,0.16,2025-06-26,Healthy,,Lactating,2024-12-20,5
ANM_0675,Chicken,Broiler,Female,2020-12-04,4.98,0.25,2025-06-26,Healthy,,Pregnant,2024-08-20,0
ANM_0676,Sheep,Nali,Female,2020-07-29,54.48,1.82,2025-06-26,Healthy,,Lactating,2024-10-22,1
ANM_0677,Pig,Landrace,Male,2020-09-30,258.93,10.44,2025-06-26,Healthy,,Not Bred,,0
ANM_0678,Goat,Sirohi,Female,2025-01-08,4.22,0.23,2025-06-26,Healthy,,Not Bred,,0
ANM_0679,Cattle,Gir,Male,2021-06-13,427.83,8.86,2025-06-26,Healthy,,Not Bred,,0
ANM_0680,Pig,Large White,Male,2022-11-19,164.41,6.69,2025-06-26,Healthy,,Not Bred,,0
ANM_0681,Pig,Duroc,Female,2020-09-22,256.38,10.12,2025-06-26,Healthy,,Lactating,2025-04-02,2
ANM_0682,Chicken,Plymouth Rock,Male,2024-05-25,1.17,0.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0683,Sheep,Dorper,Female,2020-08-24,62.55,1.9,2025-06-26,Serious Illness,Vaccine,Not Bred,,0
ANM_0684,Chicken,Broiler,Female,2023-04-09,1.9,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0685,Cattle,Jersey,Female,2024-04-10,171.35,4.01,2025-06-26,Healthy,,Lactating,2024-10-10,5
ANM_0686,Chicken,Native,Female,2024-02-10,0.93,0.03,2025-06-26,Healthy,,Lactating,2024-10-12,1
ANM_0687,Goat,Sirohi,Male,2025-03-16,6.29,0.24,2025-06-26,Healthy,,Not Bred,,0
ANM_0688,Goat,Black Bengal,Female,2021-10-18,48.45,1.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0689,Sheep,Suffolk,Female,2022-12-08,38.9,1.02,2025-06-26,Healthy,,Not Bred,,0
ANM_0690,Chicken,Native,Female,2023-08-21,1.99,0.09,2025-06-26,Mild Illness,Antibiotic,Pregnant,2025-01-08,0
ANM_0691,Sheep,Deccani,Male,2022-02-13,40.89,1.27,2025-06-26,Healthy,,Not Bred,,0
ANM_0692,Pig,Landrace,Female,2024-08-20,58.12,2.3,2025-06-26,Healthy,,Not Bred,,0
ANM_0693,Chicken,Leghorn,Male,2020-08-12,5.42,0.28,2025-06-26,Healthy,,Not Bred,,0
ANM_0694,Cattle,Holstein Friesian,Female,2024-11-21,162.38,3.17,2025-06-26,Healthy,,Not Bred,,0
ANM_0695,Cattle,Holstein Friesian,Male,2020-09-16,546.7,10.46,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_0696,Chicken,Leghorn,Female,2021-10-17,4.24,0.22,2025-06-26,Healthy,,Lactating,2025-05-26,5
ANM_0697,Pig,Duroc,Female,2020-08-13,270.87,10.67,2025-06-26,Healthy,,Not Bred,,0
ANM_0698,Pig,Duroc,Male,2022-06-24,157.58,6.23,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0699,Pig,Yorkshire,Male,2024-12-01,62.54,2.6,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0700,Pig,Landrace,Male,2024-11-30,69.65,2.75,2025-06-26,Healthy,,Not Bred,,0
ANM_0701,Goat,Tellicherry,Female,2024-08-02,18.71,0.68,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_0702,Pig,Yorkshire,Male,2022-09-14,156.84,6.06,2025-06-26,Healthy,,Not Bred,,0
ANM_0703,Pig,Large White,Female,2022-08-17,171.15,6.77,2025-06-26,Healthy,,Not Bred,,0
ANM_0704,Sheep,Deccani,Male,2023-09-30,27.06,0.8,2025-06-26,Healthy,,Not Bred,,0
ANM_0705,Sheep,Nali,Male,2022-04-01,34.65,0.89,2025-06-26,Healthy,,Not Bred,,0
ANM_0706,Pig,Duroc,Male,2022-06-18,154.67,6.4,2025-06-26,Healthy,,Not Bred,,0
ANM_0707,Chicken,Plymouth Rock,Female,2023-03-30,1.91,0.09,2025-06-26,Healthy,,Lactating,2025-05-20,4
ANM_0708,Sheep,Suffolk,Male,2024-06-01,15.97,0.33,2025-06-26,Healthy,,Not Bred,,0
ANM_0709,Cattle,Ongole,Female,2023-03-24,265.1,5.55,2025-06-26,Healthy,,Pregnant,2025-04-14,0
ANM_0710,Chicken,Plymouth Rock,Female,2022-01-17,3.09,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0711,Chicken,Broiler,Female,2023-11-23,2.13,0.11,2025-06-26,Serious Illness,Pain Reliever,Bred,2024-12-15,0
ANM_0712,Goat,Beetal,Male,2025-03-23,2.0,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0713,Pig,Yorkshire,Female,2021-12-16,215.09,8.59,2025-06-26,Healthy,,Not Bred,,0
ANM_0714,Sheep,Dorper,Female,2024-09-19,16.35,0.42,2025-06-26,Healthy,,Bred,2025-06-19,0
ANM_0715,Chicken,Leghorn,Female,2023-09-23,1.86,0.09,2025-06-26,Healthy,,Lactating,2025-01-16,5
ANM_0716,Cattle,Sahiwal,Female,2024-12-23,143.92,2.62,2025-06-26,Healthy,,Pregnant,2024-10-24,0
ANM_0717,Cattle,Jersey,Male,2020-09-17,526.35,10.38,2025-06-26,Healthy,,Not Bred,,0
ANM_0718,Cattle,Ongole,Female,2024-01-12,132.79,2.13,2025-06-26,Healthy,,Pregnant,2024-07-16,0
ANM_0719,Cattle,Holstein Friesian,Male,2021-07-01,485.05,10.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0720,Sheep,Merino,Male,2023-03-20,29.02,1.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0721,Pig,Duroc,Male,2025-04-20,14.45,0.68,2025-06-26,Healthy,,Not Bred,,0
ANM_0722,Cattle,Sahiwal,Male,2021-03-11,446.38,8.92,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0723,Chicken,Rhode Island Red,Female,2022-09-29,3.16,0.15,2025-06-26,Healthy,,Pregnant,2025-05-24,0
ANM_0724,Pig,Landrace,Female,2024-07-12,70.1,2.87,2025-06-26,Healthy,,Not Bred,,0
ANM_0725,Goat,Tellicherry,Female,2024-06-12,11.61,0.27,2025-06-26,Mild Illness,Pain Reliever,Pregnant,2024-11-13,0
ANM_0726,Goat,Jamunapari,Male,2021-04-09,43.8,1.29,2025-06-26,Healthy,,Not Bred,,0
ANM_0727,Sheep,Deccani,Female,2023-11-18,16.64,0.59,2025-06-26,Healthy,,Pregnant,2024-07-03,0
ANM_0728,Cattle,Jersey,Male,2021-09-03,396.98,8.81,2025-06-26,Healthy,,Not Bred,,0
ANM_0729,Goat,Black Bengal,Female,2023-02-16,33.72,0.97,2025-06-26,Healthy,,Pregnant,2024-08-06,0
ANM_0730,Chicken,Plymouth Rock,Male,2023-08-02,2.02,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0731,Chicken,Native,Female,2024-11-22,1.14,0.04,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0732,Sheep,Merino,Male,2022-06-05,37.51,0.93,2025-06-26,Healthy,,Not Bred,,0
ANM_0733,Cattle,Gir,Female,2023-08-19,274.94,5.0,2025-06-26,Healthy,,Bred,2024-10-18,0
ANM_0734,Chicken,Native,Male,2020-09-13,5.21,0.26,2025-06-26,Healthy,,Not Bred,,0
ANM_0735,Goat,Beetal,Male,2021-11-28,42.4,1.22,2025-06-26,Healthy,,Not Bred,,0
